"Host.Id","Host.Since","Name","Neighbourhood","Property.Type","Room.Type","Zipcode","Beds","Number.Of.Reviews","Price","Review.Scores.Rating"
16091512,"5/28/14","Quiet Cobble Hill Gem 2BR Duplex","Brooklyn","Apartment","Entire home/apt",11231,3,2,"250",100
18934614,"7/26/14","Renovated 1BD Near Promenade & Park","Brooklyn","Apartment","Entire home/apt",11201,2,15,"175",99
3035426,"7/24/12","Amazing 2 Bedroom Chelsea for 6","Manhattan","Apartment","Entire home/apt",10011,3,2,"389",80
9339714,"10/9/13","Beautiful Midtown Luxury Apartment","Manhattan","Apartment","Entire home/apt",10017,2,0,"250",NA
847519,"7/21/11","Perfectly Located Adorable Studio","Brooklyn","Apartment","Entire home/apt",11238,1,16,"168",87
5038709,"2/10/13","MODERN 1 BR, JUST OFF L TRAIN!!","Brooklyn","Apartment","Entire home/apt",11211,1,2,"220",100
16568651,"6/9/14","Cozy 2 bedroom apt in Soho","Manhattan","Apartment","Entire home/apt",10014,2,0,"240",NA
915684,"8/3/11","Cheery Chelsea Charmer","Manhattan","Apartment","Entire home/apt",10011,2,2,"250",100
40194625,"8/1/15","Lovely views near Times Square","Manhattan","Apartment","Entire home/apt",10036,1,0,"250",NA
32764337,"5/6/15","A charming and clean one bedroom.","Manhattan","Apartment","Entire home/apt",10021,1,2,"250",100
4226706,"11/23/12","Unbelievable Manhattan Views","Manhattan","Apartment","Entire home/apt",10001,1,0,"275",NA
12705538,"3/1/14","Charming studio in heart of chelsea","Manhattan","Apartment","Entire home/apt",10011,2,3,"139",93
265152,"10/18/10","2BR spacious luminous brownstone","Brooklyn","Apartment","Entire home/apt",11217,2,7,"149",90
11481,"3/26/09","Sunset Retreat - Charming Oasis","Brooklyn","Apartment","Entire home/apt",11220,1,79,"90",90
7065881,"6/23/13","Brooklyn Home 3 bdr backyard&parkin","Brooklyn","House","Entire home/apt",11229,3,1,"130",85
2817864,"7/3/12","Superbowl in East Village- Nice 1br","Manhattan","Apartment","Entire home/apt",10009,1,0,"500",NA
34915,"8/30/09","Luxurious 2-Floor Manhattan Mansion","Manhattan","Apartment","Entire home/apt",10075,2,0,"1,000",NA
17568735,"7/2/14","Sunny, Quiet Apt. in Manhattan","Manhattan","Apartment","Entire home/apt",10039,2,2,"135",90
14451698,"4/18/14","Fantastic Location One Bed Room Apt","Manhattan","Apartment","Entire home/apt",10023,2,1,"190",NA
15979279,"4/4/15","West Village - Home from home!","Manhattan","Apartment","Entire home/apt",10014,NA,1,"260",100
842125,"7/19/11","Cosy Sunny 1brm in Prospect Heights","Brooklyn","Apartment","Entire home/apt",11238,1,22,"107",93
11276711,"1/13/14","KOSHER 2BR UWS central park","Manhattan","Apartment","Entire home/apt",10025,4,1,"210",100
7308050,"7/5/13","Modern Studio with PRIVATE balcony!","Manhattan","Apartment","Entire home/apt",10019,2,27,"150",92
5605755,"3/24/13","1 Bedroom Railroad in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,22,"150",93
548595,"5/1/11","Gorgeous 1 Bedroom Murray Hill Apt","Manhattan","Apartment","Entire home/apt",10016,1,10,"250",84
5835210,"4/8/13","Very nice and cozy studio!","Queens","Apartment","Entire home/apt",11103,1,1,"85",100
6338755,"5/11/13","Beautiful 1BR in central Wil'burg","Brooklyn","Apartment","Entire home/apt",11211,2,10,"175",95
1694147,"2/3/12","Bright Large Hell's Kitchen Studio","Manhattan","Apartment","Entire home/apt",10019,1,1,"163",100
11371357,"1/16/14","Peaceful and breezy one bedroom","Brooklyn","Apartment","Entire home/apt",11218,1,1,"100",100
4848828,"1/26/13","Central Pk West-Convenient 1 BR","Manhattan","Apartment","Entire home/apt",10025,1,15,"170",94
20318406,"8/20/14","Amazing HK one bedroom apartment","Manhattan","Apartment","Entire home/apt",10019,2,4,"190",90
3833268,"10/11/12","Middle of Brooklyn 1-bdrm Charmer","Brooklyn","Apartment","Entire home/apt",11226,2,1,"100",100
28582360,"3/1/15","True 3BR 2 Bath West Village Apt","Manhattan","Apartment","Entire home/apt",10011,3,0,"435",NA
12150429,"2/11/14","Affordable luxury in Hell's Kitchen","Manhattan","Apartment","Entire home/apt",10019,1,15,"201",96
3751690,"10/3/12","Entire Studio in Best Location LES","Manhattan","Apartment","Entire home/apt",10002,1,17,"150",95
811597,"7/12/11","Quiet Beautiful Studio Apartment","Brooklyn","Apartment","Entire home/apt",11217,1,2,"99",90
3273789,"8/15/12","Lovely West Village Apartment","Manhattan","Apartment","Entire home/apt",10011,1,1,"199",100
2844337,"7/5/12","Cozy 1BR in the heart of Chelsea","Manhattan","Apartment","Entire home/apt",10011,1,52,"140",94
11947194,"2/4/14","HUGE 2BED/2BATH ON CENTRAL PARK!!!","Manhattan","Apartment","Entire home/apt",10029,2,5,"250",73
33614329,"5/17/15","Studio in Bushwick, Brooklyn","Brooklyn","Apartment","Entire home/apt",11221,1,1,"92",100
7737896,"7/26/13","Luxury w patio, NEW building!","Brooklyn","Apartment","Entire home/apt",11211,2,5,"250",96
20768175,"8/31/14","YOUR HOME AWAY FROM HOME","Brooklyn","Apartment","Entire home/apt",11213,3,0,"118",NA
1096057,"9/1/11","Modern Luxury w Amazing Location!!","Manhattan","Apartment","Entire home/apt",10010,1,0,"275",NA
28236915,"2/23/15","Luxury 2BD Manhattan Apt Financial","Manhattan","Apartment","Entire home/apt",10038,1,6,"190",90
34284071,"5/26/15","Cute apartment in the East Village","Manhattan","Apartment","Entire home/apt",10009,2,0,"250",NA
30019416,"3/25/15","Lux 2fl pentho, 2 priv roof lounges","Manhattan","Apartment","Entire home/apt",10016,2,18,"385",98
7317164,"7/6/13","Large Studio in Williamsburg NYC","Brooklyn","Apartment","Entire home/apt",11222,1,4,"200",75
5588989,"3/23/13","Tranquil Urban Zen Studio midtown w","Manhattan","Apartment","Entire home/apt",10019,1,21,"175",96
346356,"1/13/11","Unique 3BR Triplex in Brooklyn","Brooklyn","House","Entire home/apt",11217,3,12,"450",93
92788,"3/14/10","Upper East Side  1 BDR apartment","Manhattan","Apartment","Entire home/apt",10028,2,83,"219",94
7092895,"6/24/13","Private one-bedroom apt","Queens","Apartment","Entire home/apt",11385,1,16,"90",98
9922972,"11/10/13","Private Ground Floor Apartment","Queens","House","Entire home/apt",11368,4,49,"85",84
11217512,"1/12/14","UWS Manhattan 1BR","Manhattan","Apartment","Entire home/apt",10025,2,3,"189",93
21759005,"9/25/14","Idealistic Inwood","Manhattan","Apartment","Entire home/apt",10034,1,10,"75",96
25074312,"12/21/14","Light-filled spacious 1BR in W'burg","Brooklyn","Apartment","Entire home/apt",11249,1,1,"140",NA
1780076,"2/20/12","Brooklyn Base Camp","Brooklyn","Apartment","Entire home/apt",11216,1,0,"125",NA
45682,"10/13/09","Beautiful New Garden Apartment","Manhattan","Apartment","Entire home/apt",10023,2,41,"150",98
17781740,"7/7/14","1 bedroom apartment","Manhattan","Apartment","Entire home/apt",10027,3,0,"120",NA
32604265,"5/4/15","My Spacious & Comfy Home Away","Brooklyn","Apartment","Entire home/apt",11216,1,0,"135",NA
29219547,"3/12/15","Luxury High Rise near Times Square!","Manhattan","Apartment","Entire home/apt",10036,1,2,"249",100
3633850,"9/21/12","Spacious Brooklyn NYC Rental","Brooklyn","House","Entire home/apt",NA,5,2,"300",100
67168,"1/2/10","Cozy Clean & Affordable Chelsea 1BR","Manhattan","Apartment","Entire home/apt",10011,1,92,"210",97
378631,"2/5/11","Spacious 1-BR near Grand Central","Manhattan","Apartment","Entire home/apt",10016,1,213,"185",96
17407786,"6/29/14","Sunny studio in Brooklyn","Brooklyn","Apartment","Entire home/apt",11238,1,6,"99",97
348474,"1/15/11","Top Floor 2+ BR w/ Private Roofdeck","Brooklyn","Apartment","Entire home/apt",11215,2,2,"260",97
23673285,"11/12/14","10 Minutes From Manhattan","Queens","Apartment","Entire home/apt",11106,1,12,"142",80
8785098,"9/12/13","Lovely Sunny Perfect W.Village 2BD","Manhattan","Apartment","Entire home/apt",10014,2,44,"195",94
17655093,"7/4/14","Great Central Time Square 2 BR Apa","Manhattan","Apartment","Entire home/apt",10018,2,2,"250",60
13857446,"4/3/14","Perfect for Cat, Book, Park Lovers!","Brooklyn","Apartment","Entire home/apt",11226,1,5,"90",96
125554,"5/15/10","Luxury 1 BR Highline Apartment","Manhattan","Apartment","Entire home/apt",10011,2,8,"350",98
7321253,"7/6/13","Large, Bright Williamsburg Loft","Brooklyn","Apartment","Entire home/apt",11249,1,0,"220",NA
41160075,"8/11/15","Spacious One Bedroom in Brooklyn","Brooklyn","Apartment","Entire home/apt",11201,2,0,"130",NA
17463916,"6/30/14","2-BR Apt near Grand Central and All","Manhattan","Apartment","Entire home/apt",10016,2,1,"170",100
34315204,"5/26/15","Lovely Newly Furnished Soho Studio","Manhattan","Apartment","Entire home/apt",10012,1,0,"250",NA
490941,"4/7/11","Modern sun drenched studio","Manhattan","Apartment","Entire home/apt",10018,1,4,"180",90
5505156,"3/17/13","Gorgeous 1 br Apt in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,4,"180",90
3956850,"10/23/12","NYC Astoria Big warm apartment","Queens","Apartment","Entire home/apt",NA,1,2,"89",100
1406220,"11/14/11","COZY STUDIO IN THE CENTER OF IT ALL","Manhattan","Apartment","Entire home/apt",10018,1,16,"199",83
7955013,"8/5/13","Studio in Clinton Hill/Brooklyn","Brooklyn","Apartment","Entire home/apt",11205,2,1,"90",80
38876106,"7/18/15","Newly Renovated 2-Bedroom","Manhattan","Apartment","Entire home/apt",10016,2,0,"195",NA
922922,"8/4/11","Lovely Brooklyn Brownstone 2BR!","Brooklyn","Apartment","Entire home/apt",11238,2,5,"265",92
1023827,"8/26/11","Duplex w/unique terrace - Gramercy","Manhattan","Apartment","Entire home/apt",10010,2,9,"250",98
6354758,"5/12/13","Spacious Plant Filled Loft","Brooklyn","Apartment","Entire home/apt",11231,2,0,"150",NA
2538621,"6/3/12","Best of SOHO Gorgeous 2 bedroom","Manhattan","Apartment","Entire home/apt",10012,2,119,"275",88
157241,"7/2/10","Palace in the Sky","Brooklyn","Apartment","Entire home/apt",11211,3,23,"295",97
1619719,"1/17/12","Sunny RR in Bushwick/Ridgewood","Brooklyn","Apartment","Entire home/apt",11385,1,1,"90",100
3332607,"8/21/12","Large sunny apt w/private roof deck","Manhattan","Apartment","Entire home/apt",10028,1,1,"125",100
33722691,"5/19/15","Studio Apt With Backyard","Brooklyn","Apartment","Entire home/apt",11205,1,7,"95",94
30537511,"4/3/15","Cozy Studio for single or couple","Manhattan","Apartment","Entire home/apt",10031,1,1,"85",100
8759024,"9/10/13","Charming and Large First Floor Apt","Brooklyn","Apartment","Entire home/apt",11237,1,11,"125",96
1586060,"1/9/12","Charming West Village 2.5bd Apt","Manhattan","Apartment","Entire home/apt",10014,2,4,"300",95
1229358,"9/30/11","Triplex Loft Soho/Greenwich Village","Manhattan","Apartment","Entire home/apt",10012,1,7,"250",97
9027807,"9/24/13","LARGE, SUNNY 1 bdrm in Manhattan","Manhattan","Apartment","Entire home/apt",10040,2,0,"110",NA
24131487,"11/24/14","Nice & Sweet Apartment in Manhhatan","Manhattan","Apartment","Entire home/apt",10026,2,0,"109",NA
8821043,"9/13/13","Luxury 1 Bdrm Park Ave Downtown Apt","Manhattan","Apartment","Entire home/apt",10010,1,1,"550",100
86091,"2/27/10","Spacious Apartment in East Village","Manhattan","Apartment","Entire home/apt",10003,1,68,"179",91
24797535,"12/13/14","affordable, fun Manhattan studio","Manhattan","Apartment","Entire home/apt",10025,1,2,"89",100
7612,"2/9/09","Cute Cozy Studio in Manhattan","Manhattan","Apartment","Entire home/apt",10023,1,29,"145",91
40797212,"8/7/15","Lovely apartment in great area","Bronx","Apartment","Entire home/apt",10463,1,1,"79",100
13161042,"3/15/14","PARK AVE ~ 2 BEDROOM/2 BATH~DOORMAN","Manhattan","Apartment","Entire home/apt",10128,6,2,"270",50
15789646,"5/20/14","Sunny APT 15 min to MIDTOWN - NEW!!","Queens","Apartment","Entire home/apt",11104,3,1,"78",80
41329387,"8/12/15","Big, cozy & chic 1BR Apt in Harlem","Manhattan","Apartment","Entire home/apt",10027,2,0,"175",NA
12164259,"2/11/14","Comfy 1BD w/Park View","Brooklyn","Apartment","Entire home/apt",11213,1,30,"150",94
3900093,"10/17/12","Awesomely Sunny 1 Bedroom w Balcony","Brooklyn","Apartment","Entire home/apt",11211,1,5,"150",96
2897830,"7/10/12","Artsy 1bdrm Bushwick Garden Oasis","Brooklyn","Apartment","Entire home/apt",11221,1,0,"100",NA
36754170,"6/25/15","Gorgeous Garden Apt Steps To Park","Brooklyn","Townhouse","Entire home/apt",11226,3,2,"110",90
1413620,"11/16/11","Chic Massive 4 Bed Room Duplex!","Manhattan","Apartment","Entire home/apt",10002,5,12,"725",90
2235105,"4/27/12","Beautiful Bedstuy Garden Apartment","Brooklyn","Apartment","Entire home/apt",11233,2,14,"109",95
32450827,"5/2/15","Stunning 2br in SoHo/ West Village!","Manhattan","Apartment","Entire home/apt",10012,3,12,"395",95
4311243,"12/3/12","Bright Loft One Stop from Soho","Brooklyn","Apartment","Entire home/apt",11201,1,16,"195",96
439119,"3/13/11","Fantastic Central Park 1BR","Manhattan","Apartment","Entire home/apt",10128,2,0,"99",NA
19285185,"8/1/14","Pratt U Brooklyn Apartment 2B","Brooklyn","Apartment","Entire home/apt",11205,2,1,"159",80
23156574,"10/30/14","Sweet Home 2, 4 bedrooms, 1.5 bath","Manhattan","Apartment","Entire home/apt",10029,4,4,"359",70
12586492,"2/25/14","Sunny Parkside Oasis in E. Village","Manhattan","Apartment","Entire home/apt",10009,2,43,"189",97
10507472,"12/8/13","Entire Dplx Loft Near Central Park!","Manhattan","Apartment","Entire home/apt",10025,2,15,"250",88
5669250,"3/28/13","East Village, NYC - Beautiful apt.","Manhattan","Apartment","Entire home/apt",10003,2,2,"495",70
11549174,"1/22/14","Superbowl Weekend Three Bedroom","Manhattan","Apartment","Entire home/apt",10128,3,0,"1,000",NA
5181573,"2/22/13","Large Studio in East Village!!!","Manhattan","Apartment","Entire home/apt",10009,2,25,"130",81
4856604,"1/26/13","Big Loft in Heart of Williamsburg","Brooklyn","Loft","Entire home/apt",11211,1,7,"280",100
20404001,"8/22/14","1 Bedroom Apartment in Nolita/ Soho","Manhattan","Apartment","Entire home/apt",10013,1,1,"80",80
428870,"3/7/11","Convenient spacious 2Bed 2Bath","Manhattan","Apartment","Entire home/apt",10023,2,0,"170",NA
1900800,"3/11/12","Cozy 2 BD in Midtown West","Manhattan","Apartment","Entire home/apt",10036,2,10,"200",94
10032762,"11/15/13","Hip, Homey Hideout + Magic Garden!","Brooklyn","Apartment","Entire home/apt",11206,3,15,"189",84
17242901,"6/25/14","2 BD only minutes from Manhattan","Queens","Apartment","Entire home/apt",11106,2,5,"125",100
2007928,"3/26/12","Cozy BK 1 bedroom, next to subway!","Brooklyn","House","Entire home/apt",11233,1,0,"100",NA
8881920,"9/16/13","Downtown Luxury Penthouse Views 2BR","Manhattan","Apartment","Entire home/apt",10038,2,0,"450",NA
277595,"11/3/10","Luxury Duplex Home in Williamsburg","Brooklyn","Apartment","Entire home/apt",11222,2,15,"175",80
32894788,"5/8/15","Skyline views in Brooklyn + patio!","Brooklyn","Apartment","Entire home/apt",11215,1,0,"325",NA
17721017,"7/6/14","Sunny 3 Bedroom Loft","Manhattan","Apartment","Entire home/apt",10013,4,22,"575",82
34538590,"5/29/15","Perfect apartment in Manhattan","Manhattan","Apartment","Entire home/apt",10025,1,1,"150",100
11792833,"1/30/14","Cosy apt in the heart of Brooklyn","Brooklyn","Apartment","Entire home/apt",11217,1,5,"180",92
4061079,"11/4/12","Bright trendy Williamsburg 1BR","Brooklyn","Apartment","Entire home/apt",11211,2,19,"155",96
316863,"12/12/10","Murray Hill Studio Elevator/laundry","Manhattan","Apartment","Entire home/apt",10016,1,0,"147",NA
2965915,"7/17/12","BIG UWS APT-BLOCK FROM CENTRAL PARK","Manhattan","Apartment","Entire home/apt",10024,2,5,"149",100
27072611,"2/1/15","Modern spacious apartment","Manhattan","Apartment","Entire home/apt",10009,2,13,"199",91
895669,"7/30/11","charming brooklyn apartment","Brooklyn","Apartment","Entire home/apt",11216,1,13,"115",98
1570170,"1/5/12","Your Own 2 Br Apt Bedford and Grand","Brooklyn","Apartment","Entire home/apt",11211,2,100,"180",97
288874,"11/16/10","Beautiful big lower east side apt","Manhattan","Apartment","Entire home/apt",10002,1,2,"130",100
34998131,"6/4/15","Bright spacious UES Studio","Manhattan","Apartment","Entire home/apt",10075,1,13,"165",93
24541528,"12/6/14","Levite Alms' haven2 in Brooklyn, NY","Brooklyn","Apartment","Entire home/apt",11207,1,12,"67",95
7590543,"7/19/13","Ft.Greene bus.travelers/coupls/fam","Brooklyn","Townhouse","Entire home/apt",11205,2,2,"175",90
1306850,"10/18/11","Modern One Bedroom in Kips Bay (4)","Manhattan","Apartment","Entire home/apt",10016,1,1,"265",NA
11212664,"1/11/14","Pretty Madison Ave Apt Central Park","Manhattan","Apartment","Entire home/apt",10128,2,6,"245",96
1286311,"10/13/11","Big, Bright, Enchanting Open Loft","Brooklyn","Loft","Entire home/apt",11222,2,8,"190",98
827749,"7/16/11","SPACIOUS 1 BED, LES, ELV, SUNNY !!!","Manhattan","Apartment","Entire home/apt",10002,2,61,"175",86
2896701,"7/10/12","Bright and airy East Village apt.","Manhattan","Apartment","Entire home/apt",10009,1,5,"150",100
30591839,"4/4/15","Cool & Rare Duplex in NYC! Park Ave","Manhattan","Apartment","Entire home/apt",10029,4,2,"200",100
3075102,"7/27/12","Unique space for shoots and event","Manhattan","Loft","Entire home/apt",10003,1,0,"3,000",NA
23614644,"11/11/14","Hip apt in the East Village","Manhattan","Apartment","Entire home/apt",10009,1,0,"200",NA
7308444,"7/5/13","Spacious Brooklyn Apartment!","Brooklyn","Apartment","Entire home/apt",11226,2,5,"90",96
8011670,"8/7/13","Comfy NYC upper eastside apartment","Manhattan","Apartment","Entire home/apt",10028,1,7,"119",77
3829569,"10/10/12","UWS Manhattan Loft Apartment","Manhattan","Loft","Entire home/apt",10025,1,33,"150",89
3259724,"8/14/12","Beautiful One Bedroom Apartment","Brooklyn","Apartment","Entire home/apt",11222,1,7,"129",89
23252685,"11/2/14","Doorman West Village Studio","Manhattan","Apartment","Entire home/apt",10011,1,0,"250",NA
7518105,"7/16/13","Luxury 1BD apt by Prospect Park","Brooklyn","Apartment","Entire home/apt",11218,1,3,"120",93
8740898,"9/10/13","Beautiful East Village Apartment","Manhattan","Apartment","Entire home/apt",10009,2,0,"300",NA
1157127,"9/14/11","2 BR apt in heart of East Village","Manhattan","Apartment","Entire home/apt",10003,3,142,"249",93
588899,"5/14/11","Open/Sunny 2 BR in Prospect Heights","Brooklyn","Apartment","Entire home/apt",11238,2,2,"200",90
447895,"3/17/11","Modern Studio in Williamsburg","Brooklyn","Apartment","Entire home/apt",11249,1,4,"250",95
3041063,"7/24/12","Artful space with balcony!","Brooklyn","Apartment","Entire home/apt",11205,1,0,"250",NA
4878071,"1/28/13","Spacious Railroad Apt in Bushwick","Brooklyn","Apartment","Entire home/apt",11237,1,6,"150",97
4190110,"11/19/12","Spacious brownstone with backyard","Manhattan","Apartment","Entire home/apt",10027,2,0,"250",NA
10150931,"11/20/13","Quiet and Sunny studio in EV","Manhattan","Apartment","Entire home/apt",10003,1,3,"170",80
14883031,"4/29/14","Cozy and comfort all in Cobble Hill","Brooklyn","Apartment","Entire home/apt",11201,2,7,"149",94
3033870,"7/23/12","Quant Apartment in Williamsburg!","Brooklyn","Apartment","Entire home/apt",11211,1,38,"209",98
21645208,"9/22/14","Clean, Bright 1BD in Bushwick!","Brooklyn","Apartment","Entire home/apt",11206,2,2,"150",80
27660118,"2/12/15","Modern Apt in Heart of Williamsburg","Brooklyn","Apartment","Entire home/apt",11206,2,36,"175",97
27265072,"2/5/15","Two bedroom basement apartment","Queens","Apartment","Entire home/apt",11413,2,14,"90",92
14902860,"4/29/14","large sunny pre war studio","Brooklyn","Apartment","Entire home/apt",11216,2,11,"115",87
1965650,"3/18/12","Newly renovated two bedroom home","Queens","House","Entire home/apt",11694,2,7,"300",100
110135,"4/18/10","Manhattan Lower East Side 1 bedroom","Manhattan","Apartment","Entire home/apt",10002,1,21,"150",95
11051696,"1/5/14","Chelsea 3BD","Manhattan","Apartment","Entire home/apt",10011,3,0,"750",NA
136352,"6/1/10","Amazing Apt in Times Square/NYC","Manhattan","Apartment","Entire home/apt",10019,1,30,"240",97
5503298,"3/17/13","1BR apt in Lincoln Center area, UWS","Manhattan","Apartment","Entire home/apt",10023,2,2,"200",90
2973068,"7/17/12","Artsy and Energized Apt.","Brooklyn","Apartment","Entire home/apt",11222,1,31,"140",91
17830235,"7/8/14","Townhouse Oasis in Williamsburg","Brooklyn","House","Entire home/apt",11211,2,15,"299",95
42412381,"8/24/15","Manhattan 3BR/2BA Elevator Sleep 8","Manhattan","Apartment","Entire home/apt",10016,4,0,"325",NA
13827814,"4/2/14","Spacious 2BR Apartment","Manhattan","Apartment","Entire home/apt",10027,2,52,"160",90
16444229,"6/5/14","Modern 1 Bedroom in Park Slope!","Brooklyn","Apartment","Entire home/apt",11215,1,3,"250",100
79402,"2/9/10","Charming 1 bed GR8 WBurg LOCATION!","Brooklyn","Apartment","Entire home/apt",11211,1,120,"110",85
1098523,"9/1/11","2BR Sunny Designer Apartment","Manhattan","Apartment","Entire home/apt",10024,2,0,"249",NA
16880365,"6/16/14","Gramercy Park 2-bedroom Apartment","Manhattan","Apartment","Entire home/apt",10009,7,10,"395",98
3237577,"8/12/12","1-bed elevator apt LES/Chinatown","Manhattan","Apartment","Entire home/apt",10002,1,13,"150",94
22217533,"10/6/14","Charming, Sunny, Classic  Brooklyn","Brooklyn","Apartment","Entire home/apt",11213,1,7,"135",94
6716330,"6/3/13","New York City Home:) Clean!!!","Manhattan","Apartment","Entire home/apt",10040,3,3,"222",87
6296054,"5/8/13","Cute studio 2 blocks from subway","Brooklyn","Apartment","Entire home/apt",11225,1,0,"95",NA
3228992,"8/11/12","Park Slope One bedroom with Balcony","Brooklyn","Apartment","Entire home/apt",11215,1,1,"150",100
16536922,"6/8/14","Spacious Times Sq 3 Bed Sleeps Six!","Manhattan","Apartment","Entire home/apt",10019,3,6,"320",65
5306645,"3/3/13","Duplex Apt blocks from Central Park","Manhattan","Apartment","Entire home/apt",10026,3,4,"199",90
9632747,"10/25/13","Beautiful warm duplex apartment","Brooklyn","Apartment","Entire home/apt",11216,2,29,"140",96
6528952,"5/22/13","Sunny 1 Bed in Soho/Nolita","Manhattan","Apartment","Entire home/apt",10012,1,0,"175",NA
2212783,"4/24/12","BIG 2 Bed/2 Bath in Prime Brooklyn!","Brooklyn","Apartment","Entire home/apt",11201,2,21,"250",94
23867361,"11/17/14","Studio with Loft bed by the river","Manhattan","Apartment","Entire home/apt",10025,1,4,"129",95
6959884,"6/17/13","Newly renovated greenwich apartment","Manhattan","Apartment","Entire home/apt",10012,2,1,"306",NA
25067808,"12/21/14","MASSIVE Downtown Artist Loft!!!","Manhattan","Loft","Entire home/apt",10002,2,2,"390",40
2312420,"5/7/12","1 Bdrm in Greenwich Village","Manhattan","Apartment","Entire home/apt",10014,1,0,"160",NA
6683243,"6/1/13","Superb 1 Bdrm in Ideal BK Location","Brooklyn","Apartment","Entire home/apt",11238,1,1,"165",100
40726506,"8/6/15","1BR Lower East Side Apartment","Manhattan","Apartment","Entire home/apt",10002,2,0,"147",NA
18061888,"7/13/14","Large 1BR Apt in Beautiful SOHO","Manhattan","Apartment","Entire home/apt",10012,1,2,"185",90
6644832,"5/29/13","Spacious studio in the west village","Manhattan","Apartment","Entire home/apt",10011,1,1,"180",100
9556096,"10/21/13","East Village luxury bldg 2 bedroom","Manhattan","Apartment","Entire home/apt",10009,2,4,"245",90
16063890,"5/27/14","Times Sq Luxury 2BD/2BTH APT","Manhattan","Apartment","Entire home/apt",10019,2,16,"450",96
3881885,"10/15/12","Charming Studio apartment in LES!!!","Manhattan","Apartment","Entire home/apt",10002,2,14,"175",81
15561378,"5/15/14","Adorable Cozy Nolita Apartment","Manhattan","Apartment","Entire home/apt",10012,1,0,"175",NA
4159089,"11/15/12","Spacious Studio in Midtown East","Manhattan","Apartment","Entire home/apt",10017,1,46,"180",79
11673804,"1/26/14","Deluxe Manhattan Apt for Big Game","Manhattan","Apartment","Entire home/apt",10128,1,0,"950",NA
2160201,"4/17/12","Luxury 1bdrm in Williamsburg- 700ft","Brooklyn","Apartment","Entire home/apt",11211,1,1,"175",60
39742177,"7/27/15","Sunny NYC studio in prime location","Manhattan","Apartment","Entire home/apt",10024,1,1,"120",100
9297131,"10/8/13","PRIVATE AND SPACIOUS 2 Bedroom APT","Brooklyn","Apartment","Entire home/apt",11225,4,51,"99",77
1300054,"10/16/11","brooklyn artist loft","Brooklyn","Loft","Entire home/apt",11206,1,0,"275",NA
53024,"11/10/09","One family house with 4 bedrooms!!!","Brooklyn","House","Entire home/apt",11225,7,5,"199",85
5333736,"3/5/13","Triplex 1BR in Village w/Backyard!","Manhattan","Apartment","Entire home/apt",10003,1,25,"233",97
1410306,"11/15/11","Big Sunny 1 bedroom Hell's Kitchen","Manhattan","Apartment","Entire home/apt",10019,2,0,"179",NA
2598426,"6/10/12","Clean & Spacious 2 Bed Duplex Home","Brooklyn","Apartment","Entire home/apt",11237,2,0,"175",NA
14324265,"4/15/14","Little sexy house 10 min to city","Brooklyn","House","Entire home/apt",11206,2,26,"100",87
23342614,"11/4/14","1bdrm/1bth - great location! LES","Manhattan","Apartment","Entire home/apt",10002,1,11,"95",98
33221872,"5/12/15","Studio one block from Central Park","Manhattan","Apartment","Entire home/apt",10024,1,2,"128",100
2749686,"6/26/12","Renovated 1Bed Clinton & Rivington","Manhattan","Apartment","Entire home/apt",10002,1,14,"225",97
2966937,"7/17/12","Beautiful Ft. Greene Apartment-NEW!","Brooklyn","Apartment","Entire home/apt",11238,1,18,"129",93
12461367,"2/21/14","Heavenly Studio in BK, NYC","Brooklyn","Apartment","Entire home/apt",11237,2,9,"105",84
25314220,"12/28/14","Large Hi-Rise Terrace Apt Midtown","Manhattan","Apartment","Entire home/apt",10019,3,18,"350",89
3575377,"9/15/12","Elegant Modern Flat on Central Park","Manhattan","Apartment","Entire home/apt",10026,1,3,"150",100
16782665,"6/14/14","Nice Carroll Gardens 1BR by F Train","Brooklyn","Apartment","Entire home/apt",11231,2,2,"150",100
1923644,"3/14/12","The Ideal West Village location!","Manhattan","Apartment","Entire home/apt",10014,1,6,"155",90
185745,"7/30/10","entire loft apt downtown manhattan","Manhattan","Apartment","Entire home/apt",10002,2,5,"200",92
17296,"5/15/09","Bright studio in central Mahattan","Manhattan","Apartment","Entire home/apt",10016,1,5,"100",96
9215977,"10/3/13","BEST 1BR HISTORIC WEST VILLAGE","Manhattan","Apartment","Entire home/apt",10014,1,9,"249",96
3199433,"8/8/12","Spacious 2 Bed on Lower East Side","Manhattan","Apartment","Entire home/apt",10002,2,7,"220",93
11494077,"1/20/14","Private 3 Floor Whole Hse/Garden","Brooklyn","House","Entire home/apt",11231,3,3,"360",93
9351405,"10/10/13","SUPER CLEAN 2 BED CRASH PAD IN NYC!","Manhattan","Apartment","Entire home/apt",NA,3,8,"100",89
9351405,"10/10/13","SUPER DEAL - GREAT CRASH PAD IN NYC","Manhattan","House","Entire home/apt",10031,2,7,"115",86
29332408,"3/14/15","1 bedroom East Village nook","Manhattan","Apartment","Entire home/apt",10009,2,2,"117",60
3399705,"8/28/12","Clean & Sunny studio in Brooklyn","Brooklyn","Apartment","Entire home/apt",11201,1,3,"150",100
22194698,"10/6/14","Brooklyn Love, Fast to Manhattan!","Brooklyn","Apartment","Entire home/apt",11233,3,1,"174",100
